"Pathway Id","Pathway Name","Reaction Id","Reaction Definition","Reaction Type","Reaction Substrates","Reaction Products","Enzyme Id","Enzyme Substrates","Enzyme Products","Notes"
"cge00650","Butanoate metabolism","R00238","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","reversible","C00024","C00010 C00332","2.3.1.9","C00024","C00010 C00332",""
"cge00650","Butanoate metabolism","R01975","(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+","reversible","C01144 C00003","C00332 C00004 C00080","1.1.1.35","C00640 C00003","C00264 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R03026","(S)-3-Hydroxybutanoyl-CoA <=> Crotonoyl-CoA + H2O","reversible","C01144","C00877 C00001","4.2.1.17","C00640","C00658 C05067 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R01648","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","reversible","C00334 C00026","C00232 C00025","2.6.1.19","C00334 C00026","C00232 C00025",""
"cge00650","Butanoate metabolism","R00261","L-Glutamate <=> 4-Aminobutanoate + CO2","irreversible","C00025","C00334 C00011","4.1.1.15","C00025","C00334 C00011",""
"cge00650","Butanoate metabolism","R01175","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","irreversible","C00136 C00016","C01352 C00877","1.3.3.6","C00040 C00007","C00658 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R01175","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","irreversible","C00136 C00016","C01352 C00877","1.3.8.1","C20675 C04253","C20676 C04570","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R01175","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","irreversible","C00136 C00016","C01352 C00877","1.3.8.7","C04253","C04570","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R00713","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","irreversible","C00232 C00003 C00001","C00042 C00004 C00080","1.2.1.16","C00232 C00003 C00006 C00001","C00042 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R00713","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","irreversible","C00232 C00003 C00001","C00042 C00004 C00080","1.2.1.24","C00232 C00003 C00001","C00042 C00004 C00080",""
"cge00650","Butanoate metabolism","R01176","ATP + Butanoic acid + CoA <=> AMP + Diphosphate + Butanoyl-CoA","irreversible","C00002 C00246 C00010","C00020 C00013 C00136","6.2.1.2","C00002 C00060 C00010","C00020 C00013 C00040","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00650","Butanoate metabolism","R03534","2-Hydroxyglutarate + FAD <=> 2-Oxoglutarate + FADH2","irreversible","C02630 C00016","C00026 C01352","1.1.99.2","C03196 C00028","C00026 C00030","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R02101","dUMP + 5,10-Methylenetetrahydrofolate <=> Dihydrofolate + dTMP","reversible","C00365 C00143","C00415 C00364","2.1.1.45","C00143 C00365","C00415 C00364",""
"cge00670","One carbon pool by folate","R00946","5-Methyltetrahydrofolate + L-Homocysteine <=> Tetrahydrofolate + L-Methionine","reversible","C00440 C00155","C00101 C00073","2.1.1.13","C00440 C00155","C00101 C00073",""
"cge00670","One carbon pool by folate","R02287","5-Formiminotetrahydrofolate + L-Glutamate <=> Tetrahydrofolate + N-Formimino-L-glutamate","reversible","C00664 C00025","C00101 C00439","2.1.2.5","C00664 C00025","C00101 C00439",""
"cge00670","One carbon pool by folate","R04326","5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <=> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate","irreversible","C03838 C00445 C00001","C04376 C00101","2.1.2.2","C00234 C03838","C00101 C04376","Enzyme references substrates missing from its reaction. "
"cge00670","One carbon pool by folate","R02302","5-Formiminotetrahydrofolate + H+ <=> 5,10-Methenyltetrahydrofolate + Ammonia","reversible","C00664 C00080","C00445 C00014","4.3.1.4","C00664","C00445 C00014",""
"cge00670","One carbon pool by folate","R01218","5,10-Methylenetetrahydrofolate + NAD+ <=> 5,10-Methenyltetrahydrofolate + NADH","reversible","C00143 C00003","C00445 C00004","1.5.1.15","C00143 C00003","C00445 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R02301","ATP + Folinic acid + H+ <=> ADP + Orthophosphate + 5,10-Methenyltetrahydrofolate","irreversible","C00002 C03479 C00080","C00008 C00009 C00445","6.3.3.2","C00002 C03479","C00008 C00009 C00445",""
"cge00670","One carbon pool by folate","R02300","Folinic acid <=> 5,10-Methenyltetrahydrofolate + H2O","irreversible","C03479","C00445 C00001","2.1.2.10","C01242 C00101","C00143 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R03940","L-Methionyl-tRNA + 10-Formyltetrahydrofolate <=> Tetrahydrofolate + N-Formylmethionyl-tRNA","irreversible","C02430 C00234","C00101 C03294","2.1.2.9","C00234","C00101",""
"cge00670","One carbon pool by folate","R00941","10-Formyltetrahydrofolate + NADP+ + H2O <=> Tetrahydrofolate + CO2 + NADPH + H+","irreversible","C00234 C00006 C00001","C00101 C00011 C00005 C00080","1.5.1.6","C00234 C00006 C00001","C00101 C00011 C00005 C00080",""
"cge00670","One carbon pool by folate","R00943","Tetrahydrofolate + Formate + ATP <=> ADP + Orthophosphate + 10-Formyltetrahydrofolate","irreversible","C00101 C00058 C00002","C00008 C00009 C00234","6.3.4.3","C00002 C00058 C00101","C00008 C00009 C00234",""
"cge00670","One carbon pool by folate","R04325","10-Formyltetrahydrofolate + 5'-Phosphoribosylglycinamide <=> Tetrahydrofolate + 5'-Phosphoribosyl-N-formylglycinamide","reversible","C00234 C03838","C00101 C04376","2.1.2.2","C00234 C03838","C00101 C04376",""
"cge00670","One carbon pool by folate","R04560","10-Formyltetrahydrofolate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide <=> Tetrahydrofolate + 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide","reversible","C00234 C04677","C00101 C04734","2.1.2.3","C00234 C04677","C00101 C04734",""
"cge00670","One carbon pool by folate","R00936","Tetrahydrofolate + NAD+ <=> Dihydrofolate + NADH + H+","reversible","C00101 C00003","C00415 C00004 C00080","1.5.1.3","C00101 C00006","C00415 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R00939","Tetrahydrofolate + NADP+ <=> Dihydrofolate + NADPH + H+","reversible","C00101 C00006","C00415 C00005 C00080","1.5.1.3","C00101 C00006","C00415 C00005 C00080",""
"cge00670","One carbon pool by folate","R02235","Dihydrofolate + NAD+ <=> Folate + NADH + H+","reversible","C00415 C00003","C00504 C00004 C00080","1.5.1.3","C00101 C00006","C00415 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R02236","Dihydrofolate + NADP+ <=> Folate + NADPH + H+","reversible","C00415 C00006","C00504 C00005 C00080","1.5.1.3","C00101 C00006","C00415 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R03189","Folinic acid + L-Glutamate <=> Tetrahydrofolate + N-Formyl-L-glutamate","irreversible","C03479 C00025","C00101 C01045","2.1.2.5","C00664 C00025","C00101 C00439","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R00945","5,10-Methylenetetrahydrofolate + Glycine + H2O <=> Tetrahydrofolate + L-Serine","reversible","C00143 C00037 C00001","C00101 C00065","2.1.2.1","C00143 C00037 C00001","C00101 C00065",""
"cge00670","One carbon pool by folate","R04125","S-Aminomethyldihydrolipoylprotein + Tetrahydrofolate <=> Dihydrolipoylprotein + 5,10-Methylenetetrahydrofolate + Ammonia","reversible","C01242 C00101","C02972 C00143 C00014","2.1.2.10","C01242 C00101","C00143 C00014",""
"cge00670","One carbon pool by folate","R01224","5-Methyltetrahydrofolate + NADP+ <=> 5,10-Methylenetetrahydrofolate + NADPH + H+","irreversible","C00440 C00006","C00143 C00005 C00080","1.5.1.20","C00440 C00003 C00006","C00143 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R07168","5-Methyltetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + NADH + H+","irreversible","C00440 C00003","C00143 C00004 C00080","1.5.1.20","C00440 C00003 C00006","C00143 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R01655","5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+","reversible","C00445 C00001","C00234 C00080","3.5.4.9","C00445 C00001","C00234",""
"cge00670","One carbon pool by folate","R01220","5,10-Methylenetetrahydrofolate + NADP+ <=> 5,10-Methenyltetrahydrofolate + NADPH","reversible","C00143 C00006","C00445 C00005","1.5.1.5","C00143 C00006","C00445 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R00937","Tetrahydrofolate + 2 NAD+ <=> Folate + 2 NADH + 2 H+","irreversible","C00101 C00003","C00504 C00004 C00080","1.5.1.3","C00101 C00006","C00415 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00670","One carbon pool by folate","R00940","Tetrahydrofolate + 2 NADP+ <=> Folate + 2 NADPH + 2 H+","irreversible","C00101 C00006","C00504 C00005 C00080","1.5.1.3","C00101 C00006","C00415 C00005 C00080","Enzyme references products missing from its reaction. "
"cge00730","Thiamine metabolism","R07460","[Enzyme]-cysteine + L-Cysteine <=> [Enzyme]-S-sulfanylcysteine + L-Alanine","irreversible","C15811 C00097","C15812 C00041","2.8.1.7","C00097 C00028 C15811 C15812","C00041 C15812 C15811","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00730","Thiamine metabolism","R00619","ATP + Thiamine <=> AMP + Thiamin diphosphate","irreversible","C00002 C00378","C00020 C00068","2.7.6.2","C00002 C00378","C00020 C00068",""
"cge00730","Thiamine metabolism","R00618","Thiamin triphosphate + H2O <=> Thiamin diphosphate + Orthophosphate","irreversible","C03028 C00001","C00068 C00009","3.6.1.28","C03028 C00001","C00068 C00009",""
"cge00730","Thiamine metabolism","R00616","ATP + Thiamin diphosphate <=> ADP + Thiamin triphosphate","irreversible","C00002 C00068","C00008 C03028","2.7.4.15","C00002 C00068","C00008 C03028",""
"cge00730","Thiamine metabolism","R00616","ATP + Thiamin diphosphate <=> ADP + Thiamin triphosphate","irreversible","C00002 C00068","C00008 C03028","2.7.6.2","C00002 C00378","C00020 C00068","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00730","Thiamine metabolism","R00615","Thiamin diphosphate + H2O <=> Thiamin monophosphate + Orthophosphate","irreversible","C00068 C00001","C01081 C00009","3.6.1.15","C00201 C00001","C00454 C00009","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00740","Riboflavin metabolism","R00549","ATP + Riboflavin <=> ADP + FMN","irreversible","C00002 C00255","C00008 C00061","2.7.1.26","C00002 C00255","C00008 C00061",""
"cge00740","Riboflavin metabolism","R02363","2 Hydroquinone + Oxygen <=> 2 p-Benzoquinone + 2 H2O","irreversible","C00530 C00007","C00472 C00001","1.14.18.1","C00082 C00007 C00355","C00822 C00001 C00355","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00740","Riboflavin metabolism","R00161","ATP + FMN <=> Diphosphate + FAD","irreversible","C00002 C00061","C00013 C00016","2.7.7.2","C00002 C00061","C00013 C00016",""
"cge00740","Riboflavin metabolism","R05707","Reduced riboflavin + NADP+ <=> Riboflavin + NADPH + H+","irreversible","C01007 C00006","C00255 C00005 C00080","1.5.1.30","C01007 C00006","C00255 C00005 C00080",""
"cge00740","Riboflavin metabolism","R05707","Reduced riboflavin + NADP+ <=> Riboflavin + NADPH + H+","irreversible","C01007 C00006","C00255 C00005 C00080","1.5.1.41","C01007 C00003 C00006","C00255 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R05085","O-Phospho-4-hydroxy-L-threonine + 2-Oxoglutarate <=> 2-Oxo-3-hydroxy-4-phosphobutanoate + L-Glutamate","reversible","C06055 C00026","C06054 C00025","2.6.1.52","C01005 C00026","C03232 C00025 C06054","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R00278","Pyridoxine phosphate + Oxygen <=> Hydrogen peroxide + Pyridoxal phosphate","irreversible","C00627 C00007","C00027 C00018","1.4.3.5","C00647 C00001 C00007 C00627","C00018 C00014 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R00277","Pyridoxamine phosphate + H2O + Oxygen <=> Pyridoxal phosphate + Ammonia + Hydrogen peroxide","irreversible","C00647 C00001 C00007","C00018 C00014 C00027","1.4.3.5","C00647 C00001 C00007 C00627","C00018 C00014 C00027","Enzyme references substrates missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R01911","Pyridoxine + Orthophosphate <=> Pyridoxine phosphate + H2O","irreversible","C00314 C00009","C00627 C00001","3.1.3.74","C00018 C00001","C00250 C00009","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R01909","ATP + Pyridoxine <=> ADP + Pyridoxine phosphate","irreversible","C00002 C00314","C00008 C00627","2.7.1.35","C00002 C00250","C00008 C00018","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R00173","Pyridoxal phosphate + H2O <=> Pyridoxal + Orthophosphate","irreversible","C00018 C00001","C00250 C00009","3.1.3.74","C00018 C00001","C00250 C00009",""
"cge00750","Vitamin B6 metabolism","R00174","ATP + Pyridoxal <=> ADP + Pyridoxal phosphate","irreversible","C00002 C00250","C00008 C00018","2.7.1.35","C00002 C00250","C00008 C00018",""
"cge00750","Vitamin B6 metabolism","R02494","Pyridoxamine + Orthophosphate <=> Pyridoxamine phosphate + H2O","irreversible","C00534 C00009","C00647 C00001","3.1.3.74","C00018 C00001","C00250 C00009","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R02493","ATP + Pyridoxamine <=> ADP + Pyridoxamine phosphate","irreversible","C00002 C00534","C00008 C00647","2.7.1.35","C00002 C00250","C00008 C00018","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R01709","Pyridoxal + Oxygen + H2O <=> 4-Pyridoxate + Hydrogen peroxide","irreversible","C00250 C00007 C00001","C00847 C00027","1.2.3.1","C00071 C00001 C00007","C00060 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R01709","Pyridoxal + Oxygen + H2O <=> 4-Pyridoxate + Hydrogen peroxide","irreversible","C00250 C00007 C00001","C00847 C00027","1.2.3.8","C00250 C00001 C00007","C00847",""
"cge00750","Vitamin B6 metabolism","R01710","Pyridoxamine + H2O + Oxygen <=> Pyridoxal + Ammonia + Hydrogen peroxide","reversible","C00534 C00001 C00007","C00250 C00014 C00027","1.4.3.5","C00647 C00001 C00007 C00627","C00018 C00014 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00750","Vitamin B6 metabolism","R01711","Pyridoxine + Oxygen <=> Pyridoxal + Hydrogen peroxide","reversible","C00314 C00007","C00250 C00027","1.1.3.12","C00314 C00007","C00250 C00027",""
"cge00750","Vitamin B6 metabolism","R01711","Pyridoxine + Oxygen <=> Pyridoxal + Hydrogen peroxide","reversible","C00314 C00007","C00250 C00027","1.4.3.5","C00647 C00001 C00007 C00627","C00018 C00014 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03004","Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide","irreversible","C00857 C00001","C00020 C01185","3.6.1.9","C01910 C00001","C02171","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03004","Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide","irreversible","C00857 C00001","C00020 C01185","3.6.1.22","C00003 C00004 C00001","C00020 C00455 C21113","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03348","Nicotinate D-ribonucleotide + Diphosphate + CO2 <=> Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate","irreversible","C01185 C00013 C00011","C03722 C00119","2.4.2.19","C01185 C00013 C00011","C03722 C00119",""
"cge00760","Nicotinate and nicotinamide metabolism","R03004","Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide","irreversible","C00857 C00001","C00020 C01185","3.6.1.9","C01910 C00001","C02171","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03004","Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide","irreversible","C00857 C00001","C00020 C01185","3.6.1.22","C00003 C00004 C00001","C00020 C00455 C21113","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03347","Nicotinate D-ribonucleotide + ADP <=> Nicotinate D-ribonucleoside + ATP","irreversible","C01185 C00008","C05841 C00002","2.7.1.173","C00002 C05841","C00008","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R02295","Nicotinate D-ribonucleoside + Orthophosphate <=> Nicotinate + alpha-D-Ribose 1-phosphate + H+","reversible","C05841 C00009","C00253 C00620 C00080","2.4.2.1","C15586 C00009 C20463","C15587 C00620 C00672","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03005","ATP + Nicotinate D-ribonucleotide <=> Diphosphate + Deamino-NAD+","reversible","C00002 C01185","C00013 C00857","2.7.7.1","C00002 C00455","C00013 C00003","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03005","ATP + Nicotinate D-ribonucleotide <=> Diphosphate + Deamino-NAD+","reversible","C00002 C01185","C00013 C00857","2.7.7.18","C00002 C01185","C00013 C00857",""
"cge00760","Nicotinate and nicotinamide metabolism","R03005","ATP + Nicotinate D-ribonucleotide <=> Diphosphate + Deamino-NAD+","reversible","C00002 C01185","C00013 C00857","2.7.7.1","C00002 C00455","C00013 C00003","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03005","ATP + Nicotinate D-ribonucleotide <=> Diphosphate + Deamino-NAD+","reversible","C00002 C01185","C00013 C00857","2.7.7.18","C00002 C01185","C00013 C00857",""
"cge00760","Nicotinate and nicotinamide metabolism","R00257","ATP + Deamino-NAD+ + L-Glutamine + H2O <=> AMP + Diphosphate + NAD+ + L-Glutamate","irreversible","C00002 C00857 C00064 C00001","C00020 C00013 C00003 C00025","6.3.5.1","C00002 C00857 C00064 C00001","C00020 C00013 C00003 C00025",""
"cge00760","Nicotinate and nicotinamide metabolism","R01724","Nicotinate D-ribonucleotide + Diphosphate + ADP + Orthophosphate <=> Nicotinate + 5-Phospho-alpha-D-ribose 1-diphosphate + ATP + H2O + H+","reversible","C01185 C00013 C00008 C00009","C00253 C00119 C00002 C00001 C00080","6.3.4.21","C01185 C00013 C00008 C00009","C00253 C00119 C00002 C00001",""
"cge00760","Nicotinate and nicotinamide metabolism","R00103","NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide","irreversible","C00003 C00001","C00020 C00455","3.6.1.9","C01910 C00001","C02171","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00103","NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide","irreversible","C00003 C00001","C00020 C00455","3.6.1.22","C00003 C00004 C00001","C00020 C00455 C21113","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00103","NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide","irreversible","C00003 C00001","C00020 C00455","3.6.1.9","C01910 C00001","C02171","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00103","NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide","irreversible","C00003 C00001","C00020 C00455","3.6.1.22","C00003 C00004 C00001","C00020 C00455 C21113","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00137","ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+","reversible","C00002 C00455","C00013 C00003","2.7.7.1","C00002 C00455","C00013 C00003",""
"cge00760","Nicotinate and nicotinamide metabolism","R00137","ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+","reversible","C00002 C00455","C00013 C00003","2.7.7.18","C00002 C01185","C00013 C00857","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00137","ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+","reversible","C00002 C00455","C00013 C00003","2.7.7.1","C00002 C00455","C00013 C00003",""
"cge00760","Nicotinate and nicotinamide metabolism","R00137","ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+","reversible","C00002 C00455","C00013 C00003","2.7.7.18","C00002 C01185","C00013 C00857","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R02324","ATP + Nicotinamide-beta-riboside <=> ADP + Nicotinamide D-ribonucleotide","irreversible","C00002 C03150","C00008 C00455","2.7.1.22","C00002","C00008 C00455",""
"cge00760","Nicotinate and nicotinamide metabolism","R02294","Nicotinamide-beta-riboside + Orthophosphate <=> Nicotinamide + alpha-D-Ribose 1-phosphate","reversible","C03150 C00009","C00153 C00620","2.4.2.1","C15586 C00009 C20463","C15587 C00620 C00672","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R01271","Nicotinamide D-ribonucleotide + Diphosphate <=> Nicotinamide + 5-Phospho-alpha-D-ribose 1-diphosphate","reversible","C00455 C00013","C00153 C00119","2.4.2.12","C00455 C00013","C00153 C00119",""
"cge00760","Nicotinate and nicotinamide metabolism","R00102","NAD+ + H2O <=> Nicotinamide + ADP-ribose","irreversible","C00003 C00001","C00153 C00301","3.2.2.5","C00003 C00001","C00301 C00153",""
"cge00760","Nicotinate and nicotinamide metabolism","R00102","NAD+ + H2O <=> Nicotinamide + ADP-ribose","irreversible","C00003 C00001","C00153 C00301","3.2.2.6","C00003 C00001 C13050","C00301 C00153 C13050","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R01269","S-Adenosyl-L-methionine + Nicotinamide + H+ <=> S-Adenosyl-L-homocysteine + 1-Methylnicotinamide","irreversible","C00019 C00153 C00080","C00021 C02918","2.1.1.1","C00019 C00153","C00021 C02918",""
"cge00760","Nicotinate and nicotinamide metabolism","R04085","1-Methylnicotinamide + Oxygen + H2O <=> N1-Methyl-4-pyridone-5-carboxamide + Hydrogen peroxide + H+","irreversible","C02918 C00007 C00001","C05843 C00027 C00080","1.2.3.1","C00071 C00001 C00007","C00060 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00104","ATP + NAD+ <=> ADP + NADP+","irreversible","C00002 C00003","C00008 C00006","2.7.1.23","C00002 C00003","C00008 C00006",""
"cge00760","Nicotinate and nicotinamide metabolism","R00112","NADPH + NAD+ <=> NADP+ + NADH","reversible","C00005 C00003","C00006 C00004","1.6.1.1","C00005 C00003","C00006 C00004",""
"cge00760","Nicotinate and nicotinamide metabolism","R00112","NADPH + NAD+ <=> NADP+ + NADH","reversible","C00005 C00003","C00006 C00004","1.6.1.2","C00005 C00003","C00006 C00004",""
"cge00760","Nicotinate and nicotinamide metabolism","R00112","NADPH + NAD+ <=> NADP+ + NADH","reversible","C00005 C00003","C00006 C00004","1.6.1.3","C00005 C00003","C00006 C00004",""
"cge00760","Nicotinate and nicotinamide metabolism","R08408","1-Methylnicotinamide + Oxygen + H2O <=> N1-Methyl-2-pyridone-5-carboxamide + Hydrogen peroxide + H+","irreversible","C02918 C00007 C00001","C05842 C00027 C00080","1.2.3.1","C00071 C00001 C00007","C00060 C00027","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R00119","NADP+ + Nicotinate <=> Nicotinamide + Nicotinic acid adenine dinucleotide phosphate","irreversible","C00006 C00253","C00153 C13051","2.4.99.20","C00006 C00253 C20742","C13051 C00153 C20742","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R02323","Nicotinamide D-ribonucleotide + H2O <=> Nicotinamide-beta-riboside + Orthophosphate","irreversible","C00455 C00001","C03150 C00009","3.1.3.5","C02520 C00001","C00911 C00009","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00760","Nicotinate and nicotinamide metabolism","R03346","Nicotinate D-ribonucleotide + H2O <=> Nicotinate D-ribonucleoside + Orthophosphate","irreversible","C01185 C00001","C05841 C00009","3.1.3.5","C02520 C00001","C00911 C00009","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00770","Pantothenate and CoA biosynthesis","R00130","ATP + Dephospho-CoA <=> ADP + CoA","irreversible","C00002 C00882","C00008 C00010","2.7.1.24","C00002 C00882","C00008 C00010",""
"cge00770","Pantothenate and CoA biosynthesis","R03036","Dephospho-CoA + H2O <=> Pantetheine 4'-phosphate + AMP","reversible","C00882 C00001","C01134 C00020","3.6.1.9","C01910 C00001","C02171","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00770","Pantothenate and CoA biosynthesis","R02971","ATP + Pantetheine <=> ADP + Pantetheine 4'-phosphate","irreversible","C00002 C00831","C00008 C01134","2.7.1.33","C00002 C00864","C00008 C03492","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00770","Pantothenate and CoA biosynthesis","R02971","ATP + Pantetheine <=> ADP + Pantetheine 4'-phosphate","irreversible","C00002 C00831","C00008 C01134","2.7.1.34","C00002 C00831","C00008 C01134",""
"cge00770","Pantothenate and CoA biosynthesis","R03269","(R)-4'-Phosphopantothenoyl-L-cysteine <=> Pantetheine 4'-phosphate + CO2","irreversible","C04352","C01134 C00011","4.1.1.36","C04352","C00011",""
